,CIK,Name
1611,0000318989,FIL Ltd
1612,0001843358,"Mach-1 Financial Group, Inc."
1614,0001833156,"Park Capital Group, Inc."
1622,0001745907,CloudAlpha Capital Management Limited/Hong Kong
1624,0000936698,FRONT BARNETT ASSOCIATES LLC
1625,0001851418,"Valley Brook Capital Group, Inc."
1626,0001851362,Lorne Steinberg Wealth Management Inc.
1627,0001698661,"Snow Phipps Group, LLC"
1628,0001513703,Axiom Investment Management LLC
1635,0000791490,"CARRET ASSET MANAGEMENT, LLC"
1636,0001584258,"DUMAC, INC."
1637,0000052024,INVESTMENT MANAGEMENT ASSOCIATES INC /ADV
1638,0001536361,Moneda S.A. Administradora General de Fondos
1645,0001757128,Laurel Wealth Advisors LLC
1669,0001691908,Lansing Management LP
1670,0001744091,Hall Private Wealth Advisors
1671,0001730575,"Midwest Professional Planners, LTD."
1673,0001847820,ROBBINS FARLEY LLC
1675,0001837984,swisspartners Ltd.
1676,0001848433,Coppell Advisory Solutions LLC
1677,0000928052,HM PAYSON & CO
1678,0000925953,INVESTMENT ADVISORY SERVICES INC /TX /ADV
1683,0001709698,"Intercontinental Wealth Advisors, LLC"
1686,0001177206,LOS ANGELES CAPITAL MANAGEMENT LLC
1690,0001102598,AMUNDI PIONEER ASSET MANAGEMENT INC
1692,0001849776,"Applied Fundamental Research, LLC"
1693,0001849561,"CHILDRESS CAPITAL ADVISORS, LLC"
1694,0001849834,"CRV, LLC"
1695,0001849518,"DEFINED WEALTH MANAGEMENT, LLC"
1696,0001849614,"ENCOMPASS WEALTH ADVISORS, LLC"
1698,0001845743,"FIRETHORN WEALTH PARTNERS, LLC"
1699,0001656187,"MUFG SECURITIES (CANADA), LTD."
1700,0001164062,TEALWOOD ASSET MANAGEMENT INC
1701,0001849497,"TRU INDEPENDENCE ASSET MANAGEMENT 2, LLC"
1702,0001785445,tru Independence LLC
1703,0001828929,B. Metzler seel. Sohn & Co. Holding AG
1704,0000354204,DIMENSIONAL FUND ADVISORS LP
1705,0001455530,HARVEST VOLATILITY MANAGEMENT LLC
1706,0001800556,"KFA Private Wealth Group, LLC"
1710,0001846544,"RWQ Financial Management Services, Inc."
1711,0001513227,"Smart Portfolios, LLC"
1712,0000714142,TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY
1713,0001831187,44 WEALTH MANAGEMENT LLC
1714,0001105863,AUXIER ASSET MANAGEMENT
1716,0001821549,"BNC WEALTH MANAGEMENT, LLC"
1717,0001831193,"CATALYST PRIVATE WEALTH, LLC"
1718,0001830922,"CHIRON CAPITAL MANAGEMENT, LLC"
1719,0001812178,"JACKSON SQUARE CAPITAL, LLC"
1720,0001831263,"JEPPSON WEALTH MANAGEMENT, LLC"
1721,0001803227,"MATTERN CAPITAL MANAGEMENT, LLC"
1722,0001742647,Moerus Capital Management LLC
1731,0001819919,"PACES FERRY WEALTH ADVISORS, LLC"
1732,0001841768,"PATRON PARTNERS ADVISORS, LLC"
1733,0001768887,"Pacific Edge Advisors, LLC"
1736,0001600035,Stonebridge Capital Advisors LLC
1737,0001767905,Tower House Partners LLP
1738,0001424367,"Voya Financial Advisors, Inc."
1739,0001601086,"ARMISTICE CAPITAL, LLC"
1740,0001076598,EATON VANCE MANAGEMENT
1741,0001166402,FCA CORP /TX
1742,0001848930,"Geier Asset Management, Inc."
1743,0001393825,Hudson Bay Capital Management LP
1744,0001127612,MAINSTAY CAPITAL MANAGEMENT LLC /ADV
1747,0001849055,"Navis Wealth Advisors, LLC"
1748,0001044207,"Newfleet Asset Management, LLC"
1749,0000949509,OAKTREE CAPITAL MANAGEMENT LP
1756,0001821984,"Rockbridge Investment Management, LCC"
1757,0001532842,"BTS Asset Management, Inc."
1758,0001302404,"Channing Capital Management, LLC"
1759,0001847921,"Draper Asset Management, LLC"
1762,0001666179,"Laurel Wealth Advisors, Inc."
1763,0000074260,OLD REPUBLIC INTERNATIONAL CORP
1764,0001847566,Absoluto Partners Gestao de Recursos Ltda
1765,0001846995,"Alamar Capital Management, LLC"
1767,0001666024,Capital Asset Advisory Services LLC
1768,0001626982,"FormulaFolio Investments, LLC"
1769,0001740642,"Grant Street Asset Management, Inc."
1770,0001122490,HALL CAPITAL MANAGEMENT CO INC
1771,0001415345,Hillcrest Asset Management LLC
1772,0001547926,"Livforsakringsbolaget Skandia, Omsesidigt"
1773,0001374170,NORGES BANK 03-01-2021 13F-HR/A 931588 PROVIDA PENSION FUND ADMINISTRATOR
1774,0001738828,Pathway Financial Advisors LLC
1775,0001134621,"RBF Capital, LLC"
1776,0001845635,"SAGE PRIVATE WEALTH GROUP, LLC"
1777,0001848237,"SkyView Investment Advisors, LLC"
1778,0001803391,"SoftVest Advisors, LLC"
1781,0001397144,Abingworth LLP
1782,0001843867,"Curran Financial Partners, LLC"
1783,0001740316,Gifford Fong Associates
1784,0001535845,HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND
1787,0001763350,"Main Street Financial Solutions, LLC"
1788,0001570625,Perpetual Investment Management Ltd
1789,0001356783,Phocas Financial Corp.
1790,0001486180,RIVER & MERCANTILE ASSET MANAGEMENT LLP
1793,0001832274,Sage Mountain Advisors LLC
1794,0000861177,UBS ASSET MANAGEMENT AMERICAS INC
1795,0001533551,Wellesley Asset Management
1797,0001734565,Avitas Wealth Management LLC
1798,0001844895,"Bickling Financial Services, Inc."
1799,0001847956,"Bridge Advisory, LLC"
1800,0001034369,CAPRIN ASSET MANAGEMENT LLC /ADV
1801,0000936936,DOHENY ASSET MANAGEMENT /CA
1803,0001616328,"Garde Capital, Inc."
1804,0000723204,"LAIRD NORTON TRUST COMPANY, LLC"
1805,0001730546,"Luken Investment Analytics, LLC"
1806,0001569638,"M Holdings Securities, Inc."
1808,0001803848,RMR Wealth Builders
1810,0001847794,"Twin Lakes Capital Management, LLC"
1812,0001680843,"Worm Capital, LLC"
1813,0000842782,ZWJ INVESTMENT COUNSEL INC
1814,0000931097,CCM INVESTMENT ADVISERS LLC
1818,0001594492,Field & Main Bank
1820,0000873630,HSBC HOLDINGS PLC
1821,0001590228,"Interval Partners, LP"
1822,0001167212,NEEDHAM INVESTMENT MANAGEMENT LLC
1825,0001847769,Tranquilli Financial Advisor LLC
1826,0001453072,"Alyeska Investment Group, L.P."
1830,0001544599,"Bank Julius Baer & Co. Ltd, Zurich"
1831,0001794467,Blueprint Investment Partners LLC
1833,0001847772,EMC Capital Management
1836,0001687078,MPM Oncology Impact Management LP
1841,0001086619,SCHRODER INVESTMENT MANAGEMENT GROUP
1842,0001567738,"Sensible Financial Planning & Management, LLC."
1843,0001785199,Sheets Smith Investment Management
1844,0001282189,VALUEWORKS LLC
1845,0001533964,Virtu Financial LLC
1847,0001764968,Advisory Resource Group
1848,0001667134,"CWA Asset Management Group, LLC"
1849,0001484836,"Centerbridge Partners, L.P."
1850,0000883933,FINANCIAL MANAGEMENT CONCEPTS CORP /ADV
1853,0001133639,NEW YORK LIFE INVESTMENT MANAGEMENT LLC
1854,0001846677,Nellore Capital Management LLC
1855,0001846758,Orion Capital Management LLC
1856,0001697366,PIER 88 INVESTMENT PARTNERS LLC
1857,0001126328,PRINCIPAL FINANCIAL GROUP INC
1858,0001844250,"Purus Wealth Management, LLC"
1859,0001682733,"Riverpoint Wealth Management Holdings, LLC"
1860,0001627436,Sylebra Capital Ltd
1861,0001727588,UBP Investment Advisors SA
1862,0001061186,"WCM INVESTMENT MANAGEMENT, LLC"
1863,0001632407,Willow Creek Wealth Management Inc.
1864,0001697765,Achmea Investment Management B.V.
1865,0001633911,"Aristotle Capital Boston, LLC"
1866,0000860644,"Aristotle Capital Management, LLC"
1869,0001786767,Impactive Capital LP
1871,0001603837,Ion Asset Management Ltd.
1872,0001764970,"Kozak & Associates, Inc."
1873,0001732539,"Optimus Prime Fund Management Co., Ltd."
1874,0001740491,"Retirement Group, LLC"
1875,0001608904,SailingStone Capital Partners LLC
1878,0001846789,"Weitzel Financial Services, Inc."
1880,0001846943,"3D/L Capital Management, LLC"
1881,0001054677,ALBION FINANCIAL GROUP /UT
1882,0001846445,AtonRa Partners
1883,0001536262,B.S. Pension Fund Trustee Ltd acting for the British Steel P
1884,0001720336,"Berman Capital Advisors, LLC"
1885,0001845859,"Colonial River Wealth Management, LLC"
1886,0001668155,"Edmonds Duncan Registered Investment Advisors, LLC"
1887,0001505791,"Energy Opportunities Capital Management, LLC"
1888,0001603328,FORSTA AP-FONDEN
1890,0001688382,Fort Baker Capital Management LP
1891,0000942257,INTERNATIONAL BIOTECHNOLOGY TRUST PLC
1893,0001132597,Itau Unibanco Holding S.A.
1894,0000019617,JPMORGAN CHASE & CO
1895,0001109228,KCM INVESTMENT ADVISORS LLC
1896,0001846786,"Kowal Investment Group, LLC"
1897,0001307878,Laffer Tengler Investments
1898,0001608046,National Pension Service
1899,0001013234,ORLEANS CAPITAL MANAGEMENT CORP/LA
1900,0001442756,"PFM Health Sciences, LP"
1901,0001094584,PIN OAK INVESTMENT ADVISORS INC
1902,0001633037,Rehmann Capital Advisory Group
1903,0001694283,"Robinson Value Management, Ltd."
1904,0001846515,"Rodgers & Associates, LTD"
1907,0001834780,"Tabor Asset Management, LP"
1908,0001807902,Trybe Capital Management LP
1909,0001132716,UBS OCONNOR LLC
1911,0001812177,"WALLED LAKE PLANNING & WEALTH MANAGEMENT, LLC"
1914,0001846333,Bradley Mark J.
1915,0001846773,"Canvas GP 1, L.L.C."
1916,0001803229,"Capital Advisory Group Advisory Services, LLC"
1917,0001578242,"Circle Wealth Management, LLC"
1918,0001540569,"EP Wealth Advisors, LLC"
1919,0001731191,Elephas Investment Management Ltd
1920,0001809043,"Eudaimonia Partners, LLC"
1921,0000036644,FIRST NATIONAL BANK OF OMAHA
1922,0001595851,"Ghost Tree Capital, LLC"
1924,0001677253,"Intellectus Partners, LLC"
1926,0001815025,"NovaPoint Capital, LLC"
1927,0001802131,"Old Well Partners, LLC"
1928,0001846505,Outfitter Financial LLC
1929,0001740871,PROFESSIONAL PLANNING
1930,0001698222,Pacific Center for Financial Services
1931,0000849854,STRATEGIC WEALTH MANAGEMENT INC
1932,0001846711,"Safeguard Investment Advisory Group, LLC"
1933,0001720777,"Strategic Wealth Partners, Ltd."
1934,0001697493,"Symmetry Partners, LLC"
1935,0000092230,TRUIST FINANCIAL CORP
1937,0001640420,"US FINANCIAL ADVISORS, LLC"
1938,0001846639,Valliance Asset Management Ltd
1939,0001454027,Verition Fund Management LLC
1940,0001456114,ADVISOR PARTNERS LLC
1941,0001131181,AMUSSEN HUNSAKER ASSOCIATES LLC
1942,0001698926,Adalta Capital Management LLC
1943,0001700286,Algebris (UK) Ltd
1944,0001695078,"Ambassador Advisors, LLC"
1946,0001689227,"Ascension Capital Advisors, Inc."
1947,0001432529,"Baker Avenue Asset Management, LP"
1948,0001714678,Beaton Management Co. Inc.
1950,0001844799,"Boyu Capital Investment Management Co., Ltd"
1951,0001600327,CAHILL FINANCIAL ADVISORS INC
1952,0001283718,CANADA PENSION PLAN INVESTMENT BOARD
1953,0001106832,CASTLEARK MANAGEMENT LLC
1954,0001179791,CIM INVESTMENT MANGEMENT INC
1955,0001531809,"CapWealth Advisors, LLC"
1957,0001732371,"CastleArk Alternatives, LLC"
1958,0001534468,Cetera Advisor Networks LLC
1959,0001534400,Cetera Advisors LLC
1960,0001666741,Cetera Investment Advisers
1962,0001547007,"Dorsal Capital Management, LLC"
1963,0001641643,"Eliot Finkel Investment Counsel, LLC"
1964,0000887818,FACTORY MUTUAL INSURANCE CO
1965,0000732847,FIRST WILSHIRE SECURITIES MANAGEMENT INC
1966,0001416692,"Financial Architects, Inc"
1967,0001830236,First Growth Capital Management LLC
1968,0001846308,"Freedman Financial Associates, Inc."
1969,0001469026,"HMI Capital Management, L.P."
1970,0001840268,Hoese & Co LLP
1971,0001609021,IDG China Venture Capital Fund IV Associates L.P.
1972,0001697490,"IHT Wealth Management, LLC"
1973,0001452861,"IMC-Chicago, LLC"
1974,0001513137,INCA Investments LLC
1976,0001769456,Invenomic Capital Management LP
1979,0001595888,"JANE STREET GROUP, LLC"
1980,0001483864,"JBF Capital, Inc."
1981,0001496859,JHL Capital Group LLC
1982,0001770120,JNE Partners LLP
1984,0001332811,"KNIGHTSBRIDGE ASSET MANAGEMENT, LLC"
1985,0000923338,KOCH INDUSTRIES INC
1986,0001555829,Kiwi Wealth Investments Limited Partnership
1987,0001609251,"Krensavage Asset Management, LLC"
1988,0001279151,LUMINUS MANAGEMENT LLC
1989,0001426748,Lazard Freres Gestion S.A.S.
1990,0001730083,"M Financial Asset Management, Inc."
1991,0001600999,"MANAGED ASSET PORTFOLIOS, LLC"
1992,0001845151,MWG Management Ltd.
1993,0001744373,Machina Capital S.A.S.
1994,0001540866,Makaira Partners LLC
1995,0001412665,"MidWestOne Financial Group, Inc."
1996,0001545545,"Mitsubishi UFJ Morgan Stanley Securities Co., Ltd."
1997,0001626494,"Mork Capital Management, LLC"
1998,0001407024,NNS Holding
1999,0001794290,NNS Investments (Cyprus) Ltd
2000,0001512611,"Nelson Roberts Investment Advisors, LLC"
2001,0001824516,NinePointTwo Capital
2002,0001738126,OCEANLINK MANAGEMENT LTD.
2005,0001431146,"OLD MISSION CAPITAL, LLC"
2006,0001661762,Oak Grove Capital LLC
2007,0001769704,PERRY CREEK CAPITAL LP 02-16-2021 13F-HR 931588 PROVIDA PENSION FUND ADMINISTRATOR
2008,0001752148,Parian Global Management LP
2009,0001162777,Partners Value Investments LP
2010,0001809125,Paul John Balson
2011,0001080132,Peloton Wealth Strategists
2013,0001772715,Prestige Wealth Management Group LLC
2014,0001469589,"Q Global Advisors, LLC"
2015,0001199406,RAYNOR GEOFFREY
2016,0001566887,Ratan Capital Management LP
2017,0001846493,Red Wave Investments LLC
2018,0001823393,Reliant Wealth Planning
2020,0001569633,"Rizvi Traverse Management, LLC"
2021,0001010911,S&T BANK/PA
2022,0000884423,SALEM INVESTMENT COUNSELORS INC
2023,0001020066,"SANDS CAPITAL MANAGEMENT, LLC"
2024,0001537530,"SCGE MANAGEMENT, L.P."
2025,0001697569,SOF Ltd
2026,0001744967,"Samsara BioCapital, LLC"
2027,0001167376,"Scepter Holdings, Inc."
2028,0001786379,Stonehage Fleming Financial Services Holdings Ltd
2029,0001846436,"SummerHaven Investment Management, LLC"
2031,0001699092,TORQ CAPITAL MANAGEMENT (HK) Ltd
2032,0001675088,"TRG Investments, LLC"
2033,0000357301,TRUSTCO BANK CORP N Y
2034,0001846287,Tacita Capital Inc
2035,0001759641,"Taddei, Ludwig & Associates, Inc."
2036,0001755784,"TenCore Partners, LP"
2037,0001569175,Tiger Eye Capital LLC
2039,0001606477,Tikvah Management LLC
2040,0001803988,Trust Co of Kansas
2041,0001750405,Truvestments Capital LLC
2044,0001463217,"UNITED CAPITAL FINANCIAL ADVISERS, LLC"
2045,0001845521,"Urban Wealth Management, LLC"
2046,0001482935,"Van Cleef Asset Management,Inc"
2047,0001764403,Vision Capital Corp
2048,0001846644,"WESTBRIDGE CAPITAL MANAGEMENT, LLC"
2049,0001480916,"WMS Partners, LLC"
2050,0001846462,"Wealth Dimensions Group, Ltd."
2051,0001803386,Wealth Quarterback LLC
2052,0001525109,"Wills Financial Group, Inc."
2053,0001807878,Working Capital Advisors (UK) Ltd.
2054,0001696778,"Worth Venture Partners, LLC"
2056,0001349353,united american securities inc. (d/b/a uas asset management)
2057,0001602119,"1060 Capital, LLC"
2058,0001540531,12 West Capital Management LP
2059,0001600133,13D Management LLC
2060,0001820788,140 Summer Partners LP
2061,0001436866,"1607 Capital Partners, LLC"
2062,0000944388,1832 Asset Management L.P.
2063,0001584289,1922 Investment Co LLC
2064,0001843587,2Xideas AG
2065,0001845671,36 SOUTH CAPITAL ADVISORS LLP
2066,0001421669,3G Capital Partners LP
2067,0001808275,3G Sahana Capital Management LP
2068,0001539436,40 North Management LLC
2069,0001730242,"55I, LLC"
2070,0001805589,"59 North Capital Management, LP"
2071,0001799883,"5AM Venture Management, LLC"
2072,0001404574,"683 Capital Management, LLC"
2073,0001782126,6elm Capital LP
2074,0001832749,"72 Investment Holdings, LLC"
2075,0001315281,"A.R.T. Advisors, LLC"
2076,0001845297,ABG Innovation Capital Partners III GP Ltd
2077,0001832108,ABG-WTT Global Life Science Capital Partners GP Ltd
2078,0001317588,"ABRAMS BISON INVESTMENTS, LLC"
2079,0001731031,"ACON Equity Management, L.L.C."
2080,0001582844,"ACUTA CAPITAL PARTNERS, LLC"
2081,0001165408,"ADAGE CAPITAL PARTNERS GP, L.L.C."
2083,0001841016,"ADIRONDACK RETIREMENT SPECIALISTS, INC."
2084,0001097278,ADVENT CAPITAL MANAGEMENT /DE/
2085,0001034196,ADVENT INTERNATIONAL CORP/MA
2086,0001745214,"ADW Capital Management, LLC"
2087,0001670627,AGUR PROVIDENT & TRAINING FUNDS MANAGEMENT LTD
2088,0001466219,"AH Equity Partners I, L.L.C."
2089,0001541568,"AH Equity Partners II, L.L.C."
2090,0001540359,"AH Equity Partners III (Parallel), L.L.C."
2091,0001540361,"AH Equity Partners III, L.L.C."
2092,0001603419,"AH Equity Partners IV (Parallel), L.L.C."
2093,0001675226,"AH Equity Partners V, L.L.C."
2094,0001835943,AIGH Capital Management LLC
2095,0001714498,"AIP, LLC"
2096,0001744073,"AJ WEALTH STRATEGIES, LLC"
2097,0001730812,ALATUS CAPITAL LTD
2098,0001230239,ALKEON CAPITAL MANAGEMENT LLC
2100,0001631014,ALTAROCK PARTNERS LLC
2101,0001167388,ALTRINSIC GLOBAL ADVISORS LLC
2102,0001320168,AMERICAN CAPITAL MANAGEMENT INC
2103,0000904163,AMERICAN NATIONAL INSURANCE CO
2105,0000860662,"ANGELO GORDON & CO., L.P."
2106,0001652442,ANTIPODES PARTNERS Ltd
2107,0001386892,"APIS CAPITAL ADVISORS, LLC"
2108,0001167557,AQR CAPITAL MANAGEMENT LLC
2109,0001601160,ARAVT GLOBAL LLC
2110,0000947484,ARCH CAPITAL GROUP LTD.
2111,0000900529,ARDSLEY ADVISORY PARTNERS LP
2112,0001800261,"AREX Capital Management, LP"
2113,0001080171,ARISTEIA CAPITAL LLC
2115,0001600698,"ARMOR ADVISORS, L.L.C."
2116,0000897070,ASHFORD CAPITAL MANAGEMENT INC
2117,0000007773,ASSET PLANNING CORPORATION
2118,0001063296,"ATLANTIC INVESTMENT MANAGEMENT, INC."
2119,0001434165,ATLAS CAPITAL ADVISORS LLC
2120,0001682475,"AWH Capital, L.P."
2121,0001578684,"Abdiel Capital Advisors, LP"
2122,0001665744,Accel Growth Fund IV Associates L.L.C.
2123,0001767987,Accel Growth Fund V Associates L.L.C.
2124,0001535603,Accel XI Associates L.L.C.
2125,0001730610,"Acorn Wealth Advisors, LLC"
2127,0001067926,Adelante Capital Management LLC
2128,0001762344,Advantage Alpha Capital Partners LP
2131,0001345576,"Advisors Capital Management, LLC"
2132,0001576762,"Advisory Alpha, LLC"
2133,0001728201,Aequim Alternative Investments LP
2134,0001801264,"Akaris Global Partners, LP"
2135,0001732621,Albar Capital Ltd
2136,0001463559,Alberta Investment Management Corp
2137,0001842509,"Alcosta Capital Management, Inc."
2138,0001616882,Alden Global Capital LLC
2139,0001837533,Alfred I. duPont Charitable Trust
2140,0001577552,Alibaba Group Holding Ltd
2141,0001651473,Alight Capital Management LP
2142,0001569141,Alley Co LLC
2143,0001535323,Allianz Asset Management GmbH
2144,0001822947,Ally Bridge Group (NY) LLC
2145,0001596468,Almitas Capital LLC
2147,0001568991,Alpha Family Trust
2148,0001535943,Alphadyne Asset Management LP
2149,0001621855,"Alta Park Capital, LP"
2150,0001541617,"Altimeter Capital Management, LP"
2151,0001746382,Altium Capital Management LP
2152,0001324290,Altshuler Shaham Ltd
2153,0001827442,Alua Capital Management LP
2155,0001767898,"American Financial Advisors, LLC"
2156,0001518195,"American National Registered Investment Advisor, Inc."
2157,0000938165,"Ameritas Investment Company, LLC"
2158,0001807559,Amitell Capital Pte Ltd
2159,0001822480,"Anabranch Capital Management, LP"
2161,0001300714,"Anchorage Capital Group, L.L.C."
2162,0001426749,"Ancient Art, L.P."
2163,0001817534,"Anomaly Capital Management, LP"
2164,0001827210,Anqa Management LLC
2165,0001491072,Anson Funds Management LP
2166,0001750183,Antara Capital LP
2167,0001512566,Antipodean Advisors LLC
2168,0001730494,Apoletto Ltd
2169,0001449434,"Apollo Management Holdings, L.P."
2170,0001656456,Appaloosa LP
2171,0001795816,Appian Way Asset Management LP
2172,0001591986,"Aquilo Capital Management, LLC"
2173,0001766393,Arabesque Asset Management Ltd
2174,0001768757,"Ararat Capital Management, LP"
2175,0001513193,Arbiter Partners Capital Management LLC
2176,0001398825,Archon Capital Management LLC
2177,0001454424,Archon Partners LLC
2178,0001732325,Arias Resource Capital GP Ltd.
2179,0001697267,"Aristotle Atlantic Partners, LLC"
2182,0001483859,ArrowMark Colorado Holdings LLC
2183,0001803120,Aryeh Capital Management Ltd.
2184,0001808361,"Ascendant Capital Management, LLC"
2185,0001714062,Ascension Asset Management LLC
2186,0001632715,"Ashe Capital Management, LP"
2187,0001512135,Ashmore Group plc
2188,0001767340,"Aspire Private Capital, LLC"
2189,0001511550,"Asset Management Group, Inc."
2190,0001662906,"Atalan Capital Partners, LP"
2191,0001730574,"Athanor Capital, LP"
2192,0001728001,"Athyrium Capital Management, LP"
2193,0001599731,Atika Capital Management LLC
2194,0001708001,"Atlantic Trust, LLC"
2195,0001757885,"Atlas Principals, LLC"
2196,0001738902,Atom Investors LP
2197,0001777813,"Atreides Management, LP"
2198,0001381296,"Aureus Asset Management, LLC"
2199,0001484153,Autonomy Capital (Jersey) L.P.
2200,0001803822,"Aventail Capital Group, LP"
2201,0001791827,Avidity Partners Management LP
2202,0001603935,Aviva Holdings Ltd.
2203,0001633313,Avoro Capital Advisors LLC
2204,0001700272,Azora Capital LP
2205,0001040508,BAIN CAPITAL INVESTORS LLC
2206,0001309469,"BAIN CAPITAL VENTURE INVESTORS, LLC"
2207,0001263508,BAKER BROS. ADVISORS LP
2208,0001218710,BALYASNY ASSET MANAGEMENT LLC
2209,0001622093,BANBURY PARTNERS LLC
2210,0001029311,BANC FUNDS CO LLC
2211,0001616416,BARDIN HILL MANAGEMENT PARTNERS LP
2212,0000009015,BARINGS LLC
2213,0001040210,BARR E S & CO
2214,0001085393,"BASSWOOD CAPITAL MANAGEMENT, L.L.C."
2215,0001352467,"BBR PARTNERS, LLC"
2216,0001711889,BC Partners Advisors L.P.
2218,0001768195,"BCJ Capital Management, LLC"
2220,0001510974,"BDT CAPITAL PARTNERS, LLC"
2221,0001569537,"BEACONLIGHT CAPITAL, LLC"
2222,0001451623,BENJAMIN EDWARDS INC
2223,0001445065,"BENJAMIN F. EDWARDS & COMPANY, INC."
2224,0000011544,BERKLEY W R CORP
2225,0000949012,BERKSHIRE ASSET MANAGEMENT LLC/PA
2226,0001067983,BERKSHIRE HATHAWAY INC
2228,0001572664,"BERYLSON CAPITAL PARTNERS, LLC"
2229,0001334429,BIGLARI CAPITAL CORP.
2230,0001334430,"BIGLARI, SARDAR"
2231,0001602987,BOARDMAN BAY CAPITAL MANAGEMENT LLC
2232,0001632118,BONTEMPO OHLY CAPITAL MGMT LLC
2233,0001039807,BOSTON FAMILY OFFICE LLC
2234,0001166309,"BRIDGER MANAGEMENT, LLC"
2235,0001107261,"BRIDGEWAY CAPITAL MANAGEMENT, LLC"
2236,0001421306,"BRIGADE CAPITAL MANAGEMENT, LP"
2237,0001802838,BRIGHTLIGHT CAPITAL MANAGEMENT LP
2238,0001665751,BRILLIANCE ASSET MANAGEMENT Ltd
2239,0001278387,BROADWOOD CAPITAL INC
2240,0001001085,BROOKFIELD ASSET MANAGEMENT INC.
2244,0000014661,BROWN BROTHERS HARRIMAN & CO
2245,0000885062,BROWN CAPITAL MANAGEMENT LLC
2246,0001825564,BROWNING WEST LP
2247,0001512601,BSW Wealth Partners
2248,0001567992,BTG Pactual Global Asset Management Ltd
2249,0001542421,"BUCKINGHAM STRATEGIC WEALTH, LLC"
2250,0001317947,"Bain Capital Credit, LP"
2251,0001703031,"Bain Capital Life Sciences Investors, LLC"
2252,0001768111,"Bain Capital Public Equity Management II, LLC"
2254,0001346378,"Baldwin Investment Management, LLC"
2255,0001536080,Banco BTG Pactual S.A.
2256,0001426449,Bank of Italy
2257,0001390777,Bank of New York Mellon Corp
2258,0001599670,Barbara Oil Co.
2259,0001340807,"Bares Capital Management, Inc."
2260,0001771524,Bayberry Capital Partners LP
2261,0001767366,"Bayview Asset Management, LLC"
2262,0001674546,Bellevue Group AG
2263,0001721242,Belpointe Asset Management LLC
2264,0001543160,Benefit Street Partners LLC
2265,0001312988,Berkshire Partners LLC
2266,0001719307,Beryl Capital Management LLC
2267,0001605070,"Bienville Capital Management, LLC"
2268,0001663801,Bill & Melinda Gates Foundation
2269,0001652355,Birch Grove Capital LP
2270,0001541457,"Birch Run Capital Advisors, LP"
2271,0001656001,"Bishop Rock Capital, L.P."
2272,0001588959,Black Maple Capital Management LP
2273,0001393818,Blackstone Group Inc
2274,0001708872,"Blankinship & Foster, LLC"
2275,0001764725,"Blue Grotto Capital, LLC"
2276,0001675855,Blue Pool Management Ltd.
2277,0001789778,"Blue Water Life Science Advisors, LLC"
2278,0001801547,Blue Whale Capital LLP
2279,0001610880,BlueCrest Capital Management Ltd
2280,0001730235,BlueDrive Global Investors LLP
2281,0001582635,"BlueMar Capital Management, LLC"
2283,0001465837,"Boxer Capital, LLC"
2284,0001426486,"Bracebridge Capital, LLC"
2285,0001014894,Brahman Capital Corp.
2286,0001619899,"Bramshill Investments, LLC"
2287,0001740842,Braun-Bostich & Associates Inc.
2288,0001553733,"Brave Warrior Advisors, LLC"
2289,0001814533,"Bregal Investments, Inc."
2290,0001814601,Bregal North America General Partner Jersey Ltd
2291,0001814733,"Bregal Sagemount I, L.P."
2292,0001632253,"Brick & Kyle, Associates"
2293,0001360533,"Brinker Capital Investments, LLC"
2294,0001759115,"Broad Bay Capital Management, LP"
2295,0001568621,"Broad Run Investment Management, LLC"
2296,0001314376,Broderick Brian C
2297,0001511826,Bronson Point Management LLC
2298,0001760437,Brookfield BHS Advisors LLC
2299,0001358331,"Bruce & Co., Inc."
2300,0001771067,Builders Union LLP
2301,0001542952,Burren Capital Advisors Ltd
2302,0001091860,C M BIDWELL & ASSOCIATES LTD
2303,0001634083,C Partners Holding GmbH
2304,0001423686,"CADIAN CAPITAL MANAGEMENT, LP"
2305,0001081019,CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM
2306,0000733986,CAMBRIDGE ASSOCIATES LLC /MA/ /ADV
2307,0001698094,"CAMG Solamere Management, LLC"
2308,0001058854,CANNELL CAPITAL LLC
2309,0001074034,CANYON CAPITAL ADVISORS LLC
2310,0000936938,CAPE ANN SAVINGS BANK
2311,0000895213,CAPITAL INTERNATIONAL INC /CA/
2312,0001065350,CAPITAL INTERNATIONAL LTD /CA/
2313,0001065349,CAPITAL INTERNATIONAL SARL
2314,0001426196,"CAPSTONE INVESTMENT ADVISORS, LLC"
2315,0001512024,CAPTRUST FINANCIAL ADVISORS
2316,0001080383,CARDINAL CAPITAL MANAGEMENT LLC /CT
2317,0001803425,CAROLINAS WEALTH CONSULTING LLC
2318,0001697591,"CAS Investment Partners, LLC"
2319,0001657869,CASTLELAKE L.P.
2320,0001654648,CAT ROCK CAPITAL MANAGEMENT LP
2321,0000872573,CAXTON ASSOCIATES LP
2322,0001388551,CAXTON CORP
2323,0001795934,"CBIZ Investment Advisory Services, LLC"
2324,0001315765,CEDAR ROCK CAPITAL LTD
2325,0001250731,CHAI TRUST CO LLC
2326,0000884546,CHARLES SCHWAB INVESTMENT MANAGEMENT INC
