,Unnamed: 0_x,edge_attr,cusip_x,value_x,amount_x,put_or_call_x,source,cik_x,report_date_x,year,std_value_x,Unnamed: 0_y,cusip_y,value_y,amount_y,put_or_call_y,target,cik_y,report_date_y,std_value_y,weight
19545455,49811,3M CO,88579Y101,398.0,2255.0,No,"Liberty Capital Management, Inc.",1366838,2019-12-31,2019,-0.03788747382913853,167009,88579Y101,442.0,2503.0,No,Dynamic Advisor Solutions LLC,1599747,2019-12-31,-0.03788404247802348,-0.037885758153581
74064310,15055,SPDR S&P 500 ETF TR (TR UNIT),78462F103,12576.0,33494.0,No,Hummer Financial Advisory Services Inc,1802279,2020-12-31,2020,-0.03693776942279796,54545,78462F103,176.0,471.0,No,Farmers & Merchants Trust Co of Chambersburg PA,1697375,2020-12-31,-0.037904786555218964,-0.03742127798900846
7549880,16749,ABBVIE INC,00487Y109,6204.0,67300.0,No,"CARILLON TOWER ADVISERS, INC.",1715163,2018-12-31,2018,-0.037434691452458174,189632,00287Y109,4403.0,47758.0,No,Hardman Johnston Global Advisors LLC,1006364,2018-12-31,-0.03757514289241706,-0.03750491717243762
49170675,166894,CAPITAL ONE FINL CORP,14040H105,5709.0,55480.0,No,"Smith, Graham & Co., Investment Advisors, LP",1470414,2019-12-31,2019,-0.0374732941525024,219238,14040H105,1453.0,14121.0,No,Seascape Capital Management,1418342,2019-12-31,-0.03780519938763013,-0.03763924677006626
14684744,220214,INVESCO QQQ TR (UNIT SER 1),46090E103,103959.0,673923.0,No,Susquehanna Foundation,1728195,2018-12-31,2018,-0.029811243083118184,252881,46090E103,44466.0,288254.0,No,"Stadion Money Management, LLC",1321220,2018-12-31,-0.03445081971691844,-0.032131031400018314
65414866,179277,AIR PRODS & CHEMS INC,009158106,2001.0,7325.0,No,"CBOE Vest Financial, LLC",1709632,2020-12-31,2020,-0.03776246346919732,296716,009158106,25.0,90.0,No,"SG3 Management, LLC",1630888,2020-12-31,-0.037916562328363775,-0.03783951289878055
20381767,165181,APPLE INC,037833100,2556.0,8704.0,No,"Ambassador Advisors, LLC",1695078,2019-12-31,2019,-0.03771918165399622,297020,037833100,13827.0,47088.0,No,"Rothschild Capital Partners, LLC",1569833,2019-12-31,-0.036840209871777094,-0.03727969576288666
31505220,84878,SPDR S&P 500 ETF TR (TR UNIT),78462F103,537.0,1669.0,No,Mirador Capital Partners LP,1633446,2019-12-31,2019,-0.037876633879025096,306583,78462F103,53628.0,166620.0,No,"1607 Capital Partners, LLC",1436866,2019-12-31,-0.033736318832463495,-0.0358064763557443
1663876,46014,SPDR S&P 500 ETF TR (TR UNIT),78462F103,221494.0,830.0,No,Farmers & Merchants Trust Co of Chambersburg PA,1697375,2017-12-31,2017,-0.020645246417061457,152146,78462F103,2762.0,10369.0,No,"Brown Advisory Securities, LLC",1389479,2017-12-31,-0.03770311669195762,-0.029174181554509536
1243259,136822,UNITI GROUP INC,091325V10,29286.0,1850000.0,No,Toscafund Asset Management LLP,1439289,2017-12-31,2017,-0.03563463585160803,175663,91325V108,105.0,5900.0,No,HIGHLAND CAPITAL MANAGEMENT LP,1167365,2017-12-31,-0.037910323508154604,-0.036772479679881315
36650959,17513,FACEBOOK INC (CL A),30303M102,2632.0,12825.0,No,"Sontag Advisory, LLC",1646247,2019-12-31,2019,-0.03771325477479751,46169,30303M102,64.0,2901.0,No,Yong Rong (HK) Asset Management Ltd,1738071,2019-12-31,-0.0379135209035118,-0.03781338783915465
9533307,7732,AIR PRODS & CHEMS INC,009158106,24714.0,154413.0,No,ALLEGHANY CORP /DE,775368,2018-12-31,2018,-0.03599118442656197,179312,009158106,1059.0,6619.0,No,ORLEANS CAPITAL MANAGEMENT CORP/LA,1013234,2018-12-31,-0.03783592557716028,-0.03691355500186112
70078021,47025,INTUITIVE SURGICAL INC (COM NEW),46120E602,1816.0,2393.0,No,"Paradiem, LLC",1733356,2020-12-31,2020,-0.037776890740931025,129571,46120E602,49634.0,60670.0,No,Mirova US LLC,1802900,2020-12-31,-0.034047791931406196,-0.03591234133616861
76468286,43866,DEXCOM INC,252131107,15354.0,41528.0,No,Parkman Healthcare Partners LLC,1777015,2020-12-31,2020,-0.03672112639103461,320678,252131107,9659.0,26124.0,No,"BRIDGER MANAGEMENT, LLC",1166309,2020-12-31,-0.03716525240467474,-0.036943189397854674
12778069,89844,MICROSOFT CORP,594918104,9243.0,90999.0,No,TOTH FINANCIAL ADVISORY CORP,866780,2018-12-31,2018,-0.03719769426976241,131426,594918104,13635.0,134239.0,No,"Blackcrane Capital, LLC",1720745,2018-12-31,-0.0368551830402791,-0.037026438655020755
14303105,185355,VANGUARD INTL EQUITY INDEX F (FTSE EMR MKT ETF),922042858,1602.0,42035.0,No,CIBC Asset Management Inc,1021926,2018-12-31,2018,-0.03779357958499055,186617,922042858,58230.0,1528353.0,No,"Acorns Advisers, LLC",1701879,2018-12-31,-0.03337743069993112,-0.03558550514246084
1375529,65071,FACEBOOK INC (CL A),30303M102,74986.0,424946.0,No,WCM INVESTMENT MANAGEMENT/CA,1061186,2017-12-31,2017,-0.03207070980712092,97930,30303M102,311.0,1763.0,No,"Trellis Advisors, LLC",1722638,2017-12-31,-0.03789425854611599,-0.03498248417661846
31492492,13500,SPDR S&P 500 ETF TR (TR UNIT),78462F103,38508.0,119643.0,No,Strategic Wealth Partners Group LLC,1682677,2019-12-31,2019,-0.034915455851996215,71490,78462f103,1311.0,4073.0,No,"Palouse Capital Management, Inc.",1056516,2019-12-31,-0.0378162732935014,-0.036365864572748804
11987310,37254,ISHARES TR (CORE MSCI EAFE),46432F842,8.0,121.0,No,Financial Enhancement Group LLC,1641438,2018-12-31,2018,-0.03791788807765822,143302,46432F842,23512.0,427495.0,No,VCU Investment Management Co,1673588,2018-12-31,-0.03608492270020472,-0.03700140538893147
10984283,173556,CVS HEALTH CORP,126650100,343.0,5235.0,No,"GYL Financial Synergies, LLC",1767715,2018-12-31,2018,-0.03789176301803233,195348,126650100,36504.0,557149.0,No,"Chieftain Capital Management, Inc.",1491126,2018-12-31,-0.035071738298235865,-0.036481750658134096
15984,142843,3M CO,88579Y101,2374.0,10087.0,No,SEI INVESTMENTS CO,350894,2017-12-31,2017,-0.03773337496997208,187346,88579Y101,915.0,3888.0,No,Rehmann Capital Advisory Group,1633037,2017-12-31,-0.03784715545353678,-0.03779026521175443
65152312,136876,ABBVIE INC,00287Y109,357.0,3333.0,No,"FAIRVIEW CAPITAL INVESTMENT MANAGEMENT, LLC",1056549,2020-12-31,2020,-0.03789067122449572,255549,00287Y109,205.0,1911.0,No,Center For Asset Management LLC,1844878,2020-12-31,-0.03790252498289314,-0.03789659810369443
65964289,54118,AMAZON COM INC,023135106,22799.0,7000.0,No,Claar Advisors LLC,1593410,2020-12-31,2020,-0.036140526185318926,144805,023135106,25876.0,7945.0,No,"Beaumont Financial Partners, LLC",1352764,2020-12-31,-0.03590056556302381,-0.03602054587417137
7623038,55108,ALTRIA GROUP INC,02209S103,805.0,16299.0,No,"Lee Financial Group Hawaii, Inc.",837980,2018-12-31,2018,-0.03785573383132439,83315,02209S103,11100.0,224738.0,No,HERITAGE INVESTORS MANAGEMENT CORP,937589,2018-12-31,-0.037052875655657104,-0.03745430474349075
18045710,165479,SPOTIFY TECHNOLOGY S A (SHS),L8681T102,1846.0,16266.0,No,"SEVEN EIGHT CAPITAL, LP",1575129,2018-12-31,2018,-0.03777455118335259,192615,L8681T102,3116.0,27450.0,No,"GREENLEA LANE CAPITAL MANAGEMENT, LLC",1766504,2018-12-31,-0.03767550991253205,-0.03772503054794232
65196042,246068,ABBVIE INC,00287Y109,847.0,7901.0,No,"XML Financial, LLC",1800465,2020-12-31,2020,-0.037852458450714575,291584,00287Y109,18203.0,169887.0,No,CHURCHILL MANAGEMENT Corp,1094749,2020-12-31,-0.036498946406335615,-0.037175702428525095
10233069,89665,BERKSHIRE HATHAWAY INC DEL (CL B NEW),084670702,31.0,150.0,No,TOTH FINANCIAL ADVISORY CORP,866780,2018-12-31,2018,-0.03791609441684808,140734,084670702,1901.0,9312.0,No,CAXTON CORP,1388551,2018-12-31,-0.037770261994458786,-0.03784317820565343
20259883,71417,APPLE INC,037833100,5245.0,17863.0,No,"GPM Growth Investors, Inc.",1799367,2019-12-31,2019,-0.03750947930971557,235127,037833100,6166.0,20996.0,No,"JFS WEALTH ADVISORS, LLC",1568068,2019-12-31,-0.037437654892057526,-0.03747356710088655
7725478,77258,APPLE INC,037833100,309.0,1960.0,No,"Callan Capital, LLC",1542166,2018-12-31,2018,-0.037894414516621226,222451,037833100,29248115.0,185419773.0,No,STATE STREET CORP,93751,2018-12-31,2.2430031248161217,1.1025543551497503
25422033,17359,ILLUMINA INC,452327109,227.0,685.0,No,"Sontag Advisory, LLC",1646247,2019-12-31,2019,-0.03790080930733562,64944,452327109,81423.0,245443.0,No,GUARDCAP ASSET MANAGEMENT Ltd,1732008,2019-12-31,-0.03156871873604076,-0.034734764021688194
19639014,113695,ABBVIE INC,00287Y109,10878.0,122857.0,No,CLEAR STREET MARKETS LLC,1531593,2019-12-31,2019,-0.03707018838173754,176533,00287Y109,162.0,1835.0,No,First Personal Financial Services,1633869,2019-12-31,-0.03790587834875557,-0.03748803336524656
34673578,222737,ISHARES TR (20 YR TR BD ETF),464287432,4046.0,29868.0,No,"Summit Rock Advisors, LP",1540951,2019-12-31,2019,-0.03760298362760047,233265,464287432,673.0,4879.0,No,"UMA Financial Services, Inc.",1795173,2019-12-31,-0.037866027884669515,-0.03773450575613499
524922,203847,DOWDUPONT INC,26078J100,56976.0,800000.0,No,"Empyrean Capital Partners, LP",1317195,2017-12-31,2017,-0.03347522420670982,213284,26078J100,796.0,11177.0,No,HALLMARK CAPITAL MANAGEMENT INC,924166,2017-12-31,-0.037856435698597916,-0.03566582995265387
20126636,44028,AMERICAN EXPRESS CO,025816109,37296.0,299590.0,No,Treasurer of the State of North Carolina,1761054,2019-12-31,2019,-0.035009973978165104,45575,025816109,775.0,6225.0,No,"MorganRosel Wealth Management, LLC",1753218,2019-12-31,-0.037858073388902826,-0.03643402368353396
67671436,14113,BROADCOM INC,11135F101,1048.0,2392.0,No,Strategic Wealth Partners Group LLC,1682677,2020-12-31,2020,-0.03783678341493904,170841,11135F101,7750.0,17700.0,No,THOMPSON SIEGEL & WALMSLEY LLC,1008322,2020-12-31,-0.037314126251916005,-0.03757545483342752
20053278,14,ALTRIA GROUP INC,02209S103,596.0,11947.0,No,"Wellington Shields Capital Management, LLC",1506071,2019-12-31,2019,-0.037872032749120835,203337,02209S103,448.0,8973.0,No,"Lafayette Investments, Inc.",1308377,2019-12-31,-0.037883574566507795,-0.03787780365781432
74687844,266886,UBER TECHNOLOGIES INC,90353T100,191250.0,3750000.0,No,Darsana Capital Partners LP,1609098,2020-12-31,2020,-0.023003832397137346,304403,90353T100,22961.0,450212.0,No,"Bain Capital Public Equity Management II, LLC",1768111,2020-12-31,-0.03612789257439536,-0.029565862485766353
7670069,131534,AMERICAN EXPRESS CO,025816109,478.0,5017.0,No,HALL CAPITAL MANAGEMENT CO INC,1122490,2018-12-31,2018,-0.037881235008929356,178043,025816109,126271.0,1324708.0,No,GABELLI FUNDS LLC,1081407,2018-12-31,-0.028071236126781283,-0.03297623556785532
20364101,128768,APPLE INC,037833100,4085.0,13910.0,No,ABNER HERRMAN & BROCK LLC,1038661,2019-12-31,2019,-0.0375999422027485,221728,037833100,157690.0,537000.0,No,"COWEN AND COMPANY, LLC",48966,2019-12-31,-0.025621017474883243,-0.031610479838815875
65071196,178142,ABBOTT LABS,002824100,94738.0,865259.0,No,WESWTWOOD HOLDINGS GROUP INC.,1165002,2020-12-31,2020,-0.03053034509747739,245976,002824100,989.0,9036.0,No,BENDER ROBERT & ASSOCIATES,894300,2020-12-31,-0.0378413845448433,-0.034185864821160344
77683982,270320,Apple Inc,037833100,10357.0,78052.0,No,"OARSMAN CAPITAL, INC.",1569667,2020-12-31,2020,-0.03711081869834975,295884,037833100,5798.0,43694.0,No,BAR HARBOR TRUST SERVICES,1114039,2020-12-31,-0.0374663534650197,-0.03728858608168473
65465233,244702,ALIBABA GROUP HLDG LTD (SPONSORED ADS),01609W102,503.0,1896.0,No,WBH ADVISORY INC,1259671,2020-12-31,2020,-0.037879285377613994,264862,01609W102,443.0,1944.0,No,"Paragon Advisors, LLC",1799719,2020-12-31,-0.03788396449277087,-0.03788162493519243
77675478,160804,3M Co,88579Y101,2663.0,15234.0,No,"Heritage Way Advisors, LLC",1698220,2020-12-31,2020,-0.037710837231966464,185093,88579Y101,84921.0,485846.0,No,"Clearbridge Investments, LLC",1348883,2020-12-31,-0.0312959263223949,-0.03450338177718068
14266798,40425,VANGUARD INDEX FDS (TOTAL STK MKT),922908769,319.0,2503.0,No,"Comprehensive Portfolio Management, LLC",1698218,2018-12-31,2018,-0.03789363466409508,173189,922908769,165534.0,1296980.0,No,"AEGON USA Investment Management, LLC",1454937,2018-12-31,-0.02500930115337434,-0.03145146790873471
31193357,78632,ISHARES TR (MSCI MIN VOL ETF),46429B697,646.0,9847.0,No,"WADDELL & ASSOCIATES, LLC",1776757,2019-12-31,2019,-0.0378681334864901,241864,46429B697,8903.0,135714.0,No,"ELEMENT POINTE ADVISORS, LLC",1764059,2019-12-31,-0.037224209255651376,-0.03754617137107074
7555425,44857,ABBVIE INC,00287Y109,323.0,3507.0,No,SMITH SHELLNUT WILSON LLC /ADV,944317,2018-12-31,2018,-0.03789332272308462,276205,00287Y109,1361.0,14760.0,No,EVERMAY WEALTH MANAGEMENT LLC,1066816,2018-12-31,-0.03781237403087067,-0.037852848376977645
19556055,128036,3M CO,88579Y101,979.0,5572.0,No,"Carlton Hofferkamp & Jenks Wealth Management, LLC",1510870,2019-12-31,2019,-0.03784216439736945,244960,88579Y101,33.0,186.0,No,"Brand Asset Management Group, Inc.",1748766,2019-12-31,-0.037915938446342855,-0.03787905142185615
66045835,142826,AMAZON COM INC,023135106,397.0,122.0,No,Clark Financial Advisors,1842116,2020-12-31,2020,-0.03788755181439114,246504,023135106,38151.0,11714.0,No,CTC LLC,1445893,2020-12-31,-0.03494329658717962,-0.03641542420078538
64931778,12,ASCENDIS PHARMA A/S (SPONSORED ADR),04351P101,2928.0,17556.0,No,"SILVERARC CAPITAL MANAGEMENT, LLC",1816307,2020-12-31,2020,-0.03769017114002359,259746,04351P101,1668.0,10000.0,No,"Affinity Asset Advisors, LLC",1773195,2020-12-31,-0.037788432558317986,-0.03773930184917079
66718667,179768,APPLE INC,037833100,491.0,3697.0,No,"Ensemble Capital Management, LLC",1387366,2020-12-31,2020,-0.03788022120064537,225513,037833100,6354.0,47888.0,No,"Old North State Trust, LLC",1760444,2020-12-31,-0.03742299366456598,-0.03765160743260568
31278868,204366,AMAZON COM INC,023135106,5673.0,3070.0,No,Guinness Atkinson Asset Management Inc,1409765,2019-12-31,2019,-0.03747610162159652,224409,023135106,2532.0,1370.0,No,"HGI Capital Management, LLC",1595907,2019-12-31,-0.037721053300058975,-0.037598577460827745
65019491,242916,3M CO,88579Y101,12.0,71.0,No,"Iron Horse Wealth Management, LLC",1836270,2020-12-31,2020,-0.037917576136647764,244552,88579Y101,2184.0,12831.0,No,WBH ADVISORY INC,1259671,2020-12-31,-0.037748192167968854,-0.03783288415230831
7730596,83016,APPLE INC,037833100,1425.0,9035.0,No,Dempze Nancy E,1592614,2018-12-31,2018,-0.03780738297470333,88231,037833100,1160518.0,7357158.0,No,"Clearbridge Investments, LLC",1348883,2018-12-31,0.05258477743410843,0.007388697229702548
66244331,178628,AMERICAN EXPRESS CO,025816109,951.0,7865.0,No,INVESTORS ASSET MANAGEMENT OF GEORGIA INC /GA/ /ADV,867926,2020-12-31,2020,-0.03784434798444265,291356,025816109,2014.0,16653.0,No,Solitude Financial Services,1839890,2020-12-31,-0.037761449660913333,-0.037802898822678
6647596,60230,Johnson & Johnson,478160104,35371.0,253156.0,No,Saratoga Research & Investment Management,1477872,2017-12-31,2017,-0.03516009558944821,229330,478160104,10139.0,68801.0,No,ADVISOR PARTNERS LLC,1456114,2017-12-31,-0.037127819483419734,-0.03614395753643397
39532,52715,ABBVIE INC,00287Y109,317.0,3275.0,No,SWARTHMORE GROUP INC,1019531,2017-12-31,2017,-0.037893790634600306,196399,00287Y109,232.0,2400.0,No,"Occidental Asset Management, LLC",1770994,2017-12-31,-0.037900419381072546,-0.037897105007836426
64999281,53882,3M CO,88579Y101,1527.0,8707.0,No,LONGFELLOW INVESTMENT MANAGEMENT CO LLC,1167487,2020-12-31,2020,-0.03779942847893664,53959,88579Y101,2299.0,13152.0,No,Investment Counsel Inc.,1670053,2020-12-31,-0.037739223863918175,-0.037769326171427406
65099303,259675,ABBOTT LABS,002824100,466.0,4300.0,No,Nexus Investment Management ULC,1476329,2020-12-31,2020,-0.037882170831960736,309149,002824100,3242.0,29606.0,No,"LEVEL FOUR ADVISORY SERVICES, LLC",1696715,2020-12-31,-0.03766568377070261,-0.037773927301331674
68095511,265994,CITIGROUP INC (COM NEW),172967424,1246.0,20446.0,No,Pacifica Partners Inc.,1799900,2020-12-31,2020,-0.03782134233492135,267292,172967101,103242.0,1674370.0,No,"HoldCo Asset Management, L.P.",1724246,2020-12-31,-0.02986715850924285,-0.0338442504220821
8410646,143309,GENERAL ELECTRIC CO,369604103,140.0,184780.0,No,"Wall Capital Group, Inc.",1699803,2018-12-31,2018,-0.03790759402431309,195505,369604103,16.0,2050.0,No,ALPHA WINDWARD LLC,1353219,2018-12-31,-0.037917264195637304,-0.03791242910997519
32055914,251923,MICROSOFT CORP,594918104,3161.0,20042.0,No,Providence First Trust Co,1713735,2019-12-31,2019,-0.03767200057616439,256474,594918104,11495.0,72891.0,No,Fort Sheridan Advisors LLC,1606666,2019-12-31,-0.03702207148087434,-0.03734703602851937
25175229,49580,HOME DEPOT INC,437076102,7781.0,35630.0,No,"CAPSTONE INVESTMENT ADVISORS, LLC",1426196,2019-12-31,2019,-0.03731170870908495,218073,437076102,5627.0,25766.0,No,ORLEANS CAPITAL MANAGEMENT CORP/LA,1013234,2019-12-31,-0.03747968894321679,-0.037395698826150875
252,485,3M CO,88579Y101,3363.0,14290.0,No,WETHERBY ASSET MANAGEMENT INC,1279627,2017-12-31,2017,-0.037656247555136246,131747,88579Y101,228.0,970.0,No,LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,1089707,2017-12-31,-0.037900731322083006,-0.037778489438609626
20127879,48675,AMERICAN EXPRESS CO,025816109,6225.0,50000.0,No,Claar Advisors LLC,1593410,2019-12-31,2019,-0.037433053762153265,86730,025816109,25.0,200.0,No,Axiom Investment Management LLC,1513703,2019-06-30,-0.037916562328363775,-0.03767480804525852
13569390,15112,SALESFORCE COM INC,79466L302,459.0,3350.0,No,"Iron Financial, LLC",1595509,2018-12-31,2018,-0.03788271672872904,16534,79466L302,2428.0,17724.0,No,Sylebra HK Co Ltd,1627436,2018-12-31,-0.03772916376633089,-0.037805940247529965
708079,51179,HOME DEPOT INC,437076102,21703.0,114512.0,No,Weiss Multi-Strategy Advisers LLC,1388312,2017-12-31,2017,-0.03622599802218453,212161,437076102,257.0,1355.0,No,"Peterson Wealth Advisors, LLC",1713558,2017-12-31,-0.037898469749757184,-0.03706223388597085
64972275,143178,TRILLIUM THERAPEUTICS INC (COM NEW),89620X506,12546.0,852871.0,No,COMMODORE CAPITAL LP,1831942,2020-12-31,2020,-0.0369401089803764,295705,89620X506,325.0,22070.0,No,"COWEN AND COMPANY, LLC",48966,2020-12-31,-0.037893166752579394,-0.03741663786647789
109322,46941,ALTRIA GROUP INC,02209S103,2481.0,34750.0,No,SANDERS MORRIS HARRIS LLC,1053994,2017-12-31,2017,-0.037725030547942316,156769,02209s103,726.0,10169.0,No,"Cognios Capital, LLC",1548468,2017-12-31,-0.03786189466628094,-0.037793462607111625
9145548,55022,SCHLUMBERGER LTD,806857108,40318.0,1117439.0,No,"WCM INVESTMENT MANAGEMENT, LLC",1061186,2018-12-31,2018,-0.03477430254476379,130508,806857108,4580.0,126949.0,No,WASATCH ADVISORS INC,814133,2018-12-31,-0.03756133950270428,-0.03616782102373403
114858,102395,ALTRIA GROUP INC,02209S103,523.0,7331.0,No,SSI INVESTMENT MANAGEMENT INC,938487,2017-12-31,2017,-0.0378777256725617,126895,02209S103,392.0,5484.0,No,Lester Murray Antman dba SimplyRich,1725888,2017-12-31,-0.03788794174065421,-0.03788283370660796
10103470,92488,BANCO SANTANDER SA (ADR),05964H105,12.0,2790.0,No,JPMORGAN CHASE & CO,19617,2018-12-31,2018,-0.037917576136647764,235383,05964H105,294.0,65515.0,No,WELLS FARGO & COMPANY/MN,72971,2018-12-31,-0.03789558429541044,-0.03790658021602911
45790674,89870,REALTY INCOME CORP,756109104,256.0,3482.0,No,"Sand Hill Global Advisors, LLC",1009209,2019-12-31,2019,-0.0378985477350098,263261,756109104,4197.0,57000.0,No,Hill Winds Capital LP,1683073,2019-12-31,-0.03759120785445567,-0.037744877794732734
51541,141137,ABBVIE INC,00287Y109,205.0,2125.0,No,"Bedell Frazier Investment Counseling, LLC",1388142,2017-12-31,2017,-0.03790252498289314,167916,00287Y109,430342.0,4449817.0,No,AQR CAPITAL MANAGEMENT LLC,1167557,2017-12-31,-0.004358182379007979,-0.02113035368095056
65166952,180106,ABBVIE INC,00287Y109,12814.0,119598.0,No,Varma Mutual Pension Insurance Co,1698484,2020-12-31,2020,-0.03691920893267568,320065,00287Y109,7655.0,71438.0,No,"TruWealth Advisors, LLC",1834985,2020-12-31,-0.03732153485091439,-0.03712037189179504
20266232,72652,APPLE INC,037833100,14719.0,50124.0,No,MARIETTA INVESTMENT PARTNERS LLC,1114702,2019-12-31,2019,-0.03677064702644488,310419,037833100,4571.0,15567.0,No,Bay Rivers Group,1798924,2019-12-31,-0.03756204136997781,-0.03716634419821134
8636,80338,3M CO,88579Y101,230.0,978.0,No,"King Wealth Management Group, LLC",1568235,2017-12-31,2017,-0.03790057535157778,150154,88579Y101,566.0,2405.0,No,Cambridge Advisors Inc.,1633695,2017-12-31,-0.037874372306699274,-0.03788747382913853
19641674,120391,ABBVIE INC,00287Y109,2513.0,28562.0,No,"MEANS INVESTMENT CO., INC.",701516,2019-12-31,2019,-0.03772253501985865,233449,00287Y109,37575.0,424390.0,No,Guinness Asset Management Ltd,1409661,2019-12-31,-0.03498821609268563,-0.03635537555627214
8572700,137705,INTEL CORP,458140100,995.0,21200.0,No,PointState Capital LP,1509842,2018-12-31,2018,-0.037840916633327615,173688,458140100,296.0,16369.0,No,"Towerpoint Wealth, LLC",1731445,2018-12-31,-0.037895428324905216,-0.03786817247911642
65019496,242916,3M CO,88579Y101,12.0,71.0,No,"Iron Horse Wealth Management, LLC",1836270,2020-12-31,2020,-0.037917576136647764,248091,88579Y101,297.0,1698.0,No,"Ironwood Financial, llc",1630360,2020-12-31,-0.0378953503396526,-0.03790646323815018
7619505,34302,ALTRIA GROUP INC,02209S103,1563.0,31650.0,No,SANDERS MORRIS HARRIS LLC,1053994,2018-12-31,2018,-0.03779662100984252,88196,02209S103,9617.0,194715.0,No,"Clearbridge Investments, LLC",1348883,2018-12-31,-0.03716852778528455,-0.037482574397563535
19640960,119003,ABBVIE INC,00287Y109,63.0,708.0,No,EARNEST PARTNERS LLC,1102578,2019-12-31,2019,-0.037913598888764416,177311,00287Y109,418.0,4718.0,No,"XML Financial, LLC",1800465,2019-12-31,-0.037885914124086234,-0.037899756506425325
11972895,87894,ISHARES INC (CORE MSCI EMKT),46434G103,19804.0,419114.0,No,"SigFig Wealth Management, LLC",1696957,2018-12-31,2018,-0.036374092016899645,283963,46434G103,119572.0,2535985.0,No,"PNC Financial Services Group, Inc.",713676,2018-12-31,-0.02859365933404647,-0.03248387567547306
20079510,182090,ALTRIA GROUP INC,02209S103,1021.0,20506.0,No,MADDEN SECURITIES Corp,1803566,2019-12-31,2019,-0.03783888901675963,225651,02209S103,231.0,4623.0,No,"Aveo Capital Partners, LLC",1576584,2019-12-31,-0.03790049736632516,-0.037869693191542396
19640371,118557,ABBVIE INC,00287Y109,59540.0,672467.0,No,RNC CAPITAL MANAGEMENT LLC,51762,2019-12-31,2019,-0.033275270019005994,230805,00287Y109,24.0,269.0,No,FIERA CAPITAL CORP,1505817,2019-12-31,-0.037916640313616384,-0.035595955166311186
66667241,136803,APPLE INC,037833100,4412.0,33254.0,No,"Demars Financial Group, LLC",1723115,2020-12-31,2020,-0.03757444102514353,282060,037833100,3092.0,23303.0,No,Hardy Reed LLC,1761871,2020-12-31,-0.0376773815585948,-0.037625911291869166
20208297,14072,APPLE INC,037833100,445.0,1517.0,No,Hummer Financial Advisory Services Inc,1802279,2019-12-31,2019,-0.03788380852226564,184503,037833100,10981.0,34646.0,No,"Barry Investment Advisors, LLC",1631639,2019-12-31,-0.03706215590071824,-0.03747298221149194
65692055,187523,ALPHABET INC (CAP STK CL A),02079K305,22049.0,12586.0,No,Bronte Capital Management Pty Ltd.,1471085,2020-12-31,2020,-0.036199015124779875,259676,02079K305,7852.0,4528.0,No,Nexus Investment Management ULC,1476329,2020-12-31,-0.037306171756149316,-0.036752593440464595
161941,336,APPLE INC,037833100,9078.0,58904.0,No,"Strategic Wealth Advisors Group, LLC",1548916,2017-12-31,2017,-0.03721056183644382,187060,037833100,7354.0,43457.0,No,Rehmann Capital Advisory Group,1633037,2017-12-31,-0.03734500841195139,-0.037277785124197604
610,1547,3M CO,88579Y101,8171.0,34715.0,No,MASTRAPASQUA ASSET MANAGEMENT INC,1014738,2017-12-31,2017,-0.03728129446056526,133513,88579Y101,321.0,1363.0,No,"Pineno Levin & Ford Asset Management, Inc.",1390205,2017-12-31,-0.037893478693589853,-0.03758738657707755
76874665,142435,DARDEN RESTAURANTS INC,237194105,286.0,2400.0,No,"Beacon Harbor Wealth Advisors, Inc.",1784093,2020-12-31,2020,-0.03789620817743136,238003,237194105,19047.0,159900.0,No,MIZUHO MARKETS AMERICAS LLC,1825516,2020-12-31,-0.0364331268531289,-0.03716466751528013
19685763,204359,ABBVIE INC,00287Y109,365.0,4128.0,No,Guinness Atkinson Asset Management Inc,1409765,2019-12-31,2019,-0.03789004734247481,266975,00287Y109,33699.0,380602.0,No,WELLS FARGO & COMPANY/MN,72971,2019-12-31,-0.03529048693181981,-0.03659026713714731
19540778,12782,3M CO,88579Y101,227.0,1288.0,No,"Sustainable Insight Capital Management, LLC",1580677,2019-12-31,2019,-0.03790080930733562,170175,88579Y101,575.0,3258.0,No,"Graves-Light Private Wealth Management, Inc.",1759803,2019-12-31,-0.037873670439425744,-0.03788723987338068
75683890,125460,WELLS FARGO CO NEW,949746101,14310.0,474158.0,No,COBBLESTONE CAPITAL ADVISORS LLC /NY/,1033505,2020-12-31,2020,-0.036802542994764244,288528,949746101,15090.0,500000.0,No,One Fin Capital Management LP,1753875,2020-12-31,-0.036741714497724856,-0.03677212874624455
67681161,144342,BROADCOM INC,11135F101,1598.0,3650.0,No,"Colony Capital, Inc.",1679688,2020-12-31,2020,-0.03779389152600101,309003,11135F101,784.0,1790.0,No,Pictet & Cie (Europe) SA,1123274,2020-12-31,-0.03785737152162929,-0.03782563152381515
77258437,131324,NEW RESIDENTIAL INVT CORP (COM NEW),64828T201,1424.0,143000.0,No,FJ Capital Management LLC,1599170,2020-12-31,2020,-0.03780746095995595,293938,64828T201,383.0,38491.0,No,"Golden Green, Inc.",1839419,2020-12-31,-0.03788864360792774,-0.03784805228394185
64936570,135394,BIOGEN INC,09062X103,23425.0,95665.0,No,"BRIDGEWAY CAPITAL MANAGEMENT, LLC",1107261,2020-12-31,2020,-0.036091707417182185,279353,09062X103,2273.0,9282.0,No,"Empirical Finance, LLC",1572838,2020-12-31,-0.037741251480486154,-0.036916479448834166
